date,audiCnt,scrnCnt,showCnt,avgRels,maxShare,rain,temp
7/31/13,928.157,3610,14360,9.5,44.7,12.9,27
8/1/13,1222.891,3651,14539,8.1,48.9,3.6,27.2
8/2/13,1295.886,3776,14794,11.1,48.8,3.7,27
8/3/13,1662.611,3888,15118,12.1,51,9.1,27.2
8/4/13,1538.905,3883,14813,13.1,51.3,7.6,27.4
8/5/13,874.342,3585,14360,14.1,53.1,4.9,27.6
8/6/13,785.971,3624,14204,13.3,49.2,9.8,27.6
8/7/13,761.493,3679,14277,11.3,47.3,0,28.9
8/8/13,727.326,3678,14220,11.5,45.1,0,29.7
8/9/13,801.492,3766,14624,13.3,46.1,2.1,29.9
8/10/13,1460.062,4074,14969,13.1,44.4,6.4,28.4
8/11/13,1354.421,4060,14656,13.9,43.1,0.2,28.8
8/12/13,553.825,3667,14260,16.3,45.8,0.2,28.9
8/13/13,552.93,3728,14209,17.3,42,0,28.4
8/14/13,1010.137,3538,14859,7.4,29.3,0,28.2
8/15/13,1715.369,3680,15237,8.4,26.6,0.1,28.4
8/16/13,1021.8,3639,15060,9.4,34,0.5,28.4
8/17/13,1517.783,3839,15320,10.4,33.5,0,28.4
8/18/13,1367.246,3777,14930,11.4,35.2,0.7,28.7
8/19/13,557.459,3325,13922,14.4,45,2.5,28.4
8/20/13,523.014,3443,13957,13.4,44,0.6,27.6
8/21/13,460.576,3399,13853,14.4,44.2,1.4,27.5
8/22/13,539.673,3256,13866,10.2,32.3,6.6,27.8
8/23/13,655.438,3358,14252,11.2,33.5,38.7,25.4
8/24/13,1324.97,3471,14360,14.3,34,31,24.7
8/25/13,1183.304,3398,13944,15.3,33.4,2.3,24.9
8/26/13,397.729,3109,13473,12,31.6,0.1,24.9
8/27/13,385.411,3180,13468,15.2,31.1,0,25.1
8/28/13,367.858,3118,13324,12.9,31.7,0,25.4
8/29/13,432.856,3016,12825,10.8,30.3,23.4,25.5
8/30/13,526.961,3101,13266,11.6,27.6,4.7,25.1
8/31/13,1030.886,3540,14073,14.6,25.7,3.7,23.3
9/1/13,840.35,3543,13699,15.4,24.8,0,22.9
9/2/13,240.592,2730,12044,14.9,27.6,0.2,22.1
9/3/13,237.658,2822,12107,18,25.5,0,20.2
9/4/13,209.782,2743,11946,19.9,25.9,0,20.6
9/5/13,269.386,2843,12386,14.3,46.4,0,20.1
9/6/13,354.288,2934,12846,15.3,46,5.2,19.2
9/7/13,776.615,3196,13655,13,44.1,1.6,20.5
9/8/13,681.986,3146,13201,13.8,45,0,21.4
9/9/13,184.733,2776,11916,14.5,47.1,0,21.7
9/10/13,170.87,2861,11984,19.3,47.7,3,22.5
9/11/13,467.194,2896,11589,14.9,78.1,9.9,22.3
9/12/13,441.599,3254,12027,10,71.6,2.9,22.5
9/13/13,598.37,3409,12582,11,70.9,14.4,24.2
9/14/13,1274.496,3655,13566,12,61.9,40.6,22.4
9/15/13,1124.647,3628,13161,13,60.4,0,22.7
9/16/13,354.425,3285,12243,14,66.7,0.1,20.4
9/17/13,646.268,3337,12737,11.6,59.5,0,21
9/18/13,1080.902,3902,13687,12.1,57.1,0,22.5
9/19/13,1369.429,3942,13740,13.1,58.9,0,22.4
9/20/13,1637.702,4067,14035,12,55,0,22.4
9/21/13,1547.516,4097,14059,13,51.7,0,22.9
9/22/13,1143.782,4089,13472,14,46.3,1.6,22.2
9/23/13,328.953,3192,11959,15.3,44.2,0,22.1
9/24/13,306.806,3336,11867,16.1,44.4,3.8,21.8
9/25/13,290.751,3129,11412,10.1,41.5,1.1,19.6
9/26/13,258.485,3096,11882,10.3,40,0.2,17.1
9/27/13,343.148,3025,12019,11.6,37.7,0,17.2
9/28/13,690.758,3523,13384,12.3,36.3,2.1,18.2
9/29/13,678.991,3491,12955,13.3,36.2,26.8,18.8
9/30/13,208.553,2922,11403,14,38.1,7.2,20.9
10/1/13,196.224,3118,11585,15.3,37.2,0.5,20.8
10/2/13,417.818,2936,12526,7.7,31.1,2.4,19.4
10/3/13,823.892,3410,13134,11.3,27.6,0.1,16.1
10/4/13,421.244,3175,12537,12.3,25.7,0,16.2
10/5/13,651.735,3542,13297,13.3,27.2,0,18.5
10/6/13,581.029,3509,12810,14.3,30,2.7,20.9
10/7/13,200.366,2721,11419,12.2,34.5,0.9,22.5
10/8/13,302.382,2784,11847,12,36.1,30.7,20.3
10/9/13,856.151,3226,12471,12.5,42.2,0.6,20
10/10/13,261.309,2678,11238,10.7,47.5,8.2,19.9
10/11/13,372.579,2904,11982,16.6,45.9,0.3,18.8
10/12/13,636.841,3455,12993,15.5,45,0,15.5
10/13/13,595.443,3421,12583,16.5,45.5,0,15.8
10/14/13,211.244,2717,11311,13.1,44.6,0,17.3
10/15/13,223.663,2769,11187,15,39.7,5.8,14.4
10/16/13,212.453,2844,11469,15.7,40.3,0,11.1
10/17/13,300.158,2879,12997,10.4,42.7,0,11.1
10/18/13,405.803,3023,13489,11.4,44.2,0,13
10/19/13,721.259,2965,13469,16.1,45.3,0,14.3
10/20/13,639.108,2936,13007,16.9,45.5,0.1,15.9
10/21/13,217.685,2790,12579,11.3,46.7,0,14.9
10/22/13,212.063,2848,12614,13.2,46.1,0.2,15.1
10/23/13,221.442,2730,12339,12.3,45.1,0,15.4
10/24/13,300.817,2850,13120,6.5,33.1,0,14.1
10/25/13,422.744,3002,13674,7.3,34.3,0,10.9
10/26/13,749.08,3172,14451,12.1,38.1,0,10
10/27/13,679.542,3121,13955,13.1,38.4,0,10.1
10/28/13,229.66,2885,12894,9.7,36.5,0,10.5
10/29/13,228.213,2792,12629,10.1,36.4,0.3,12.2
10/30/13,330.112,3055,13017,10.3,33.3,0,11.9
10/31/13,304.607,3038,13160,9,34.4,0,12
11/1/13,372.476,3153,13641,10.1,37.7,0,14
11/2/13,841.609,3291,14487,11,42,2,14.1
11/3/13,720.959,3219,13855,12,42,0.1,13.4
11/4/13,193.898,2822,12365,14.2,35,0.3,12
11/5/13,188.847,2868,12278,18,34,0,11.1
11/6/13,313.774,2959,12744,11.7,35.7,0.9,12.3
11/7/13,361.053,2763,12150,10.4,31.7,0.5,12.8
11/8/13,351.723,3009,12658,10,30.1,0,9.3
11/9/13,697.924,3117,13478,11.7,39,12.5,11.9
11/10/13,632.264,3099,12988,12.7,38.7,0.6,9.3
11/11/13,215.413,2909,12008,13,31.5,0,4.9
11/12/13,183.631,2797,11344,16.2,29.7,0,4.6
11/13/13,179.739,2818,11414,15.2,30.3,0,4.7
11/14/13,471.568,3088,11860,9.4,62.5,0.5,6.5
11/15/13,464.77,3228,12416,11.1,53.9,0.7,8.3
11/16/13,812.97,3315,13192,10.6,49.8,0.5,7.2
11/17/13,763.564,3253,12771,11.6,49.5,1.4,7.1
11/18/13,290.965,2995,11656,11,49.5,1.4,3.2
11/19/13,264.504,2966,11510,11.6,45.1,0.8,3.5
11/20/13,255.52,2956,11551,12.9,41,0.1,3.4
11/21/13,307.326,3139,11548,10,29.4,0,3.8
11/22/13,385.368,3246,12027,11,27.7,0,5
11/23/13,760.332,3494,13015,11.3,25.7,0,6.1
11/24/13,698.957,3480,12567,12.3,24.4,14,8.4
11/25/13,243.444,3023,11195,13.1,25.8,12.6,7.5
11/26/13,241.946,3160,11360,14.7,23.3,0.3,3.5
11/27/13,231.039,2966,11129,13.5,23.8,6.7,1.8
11/28/13,267.459,3015,11773,7.8,21.5,1.3,-1.3
11/29/13,337.704,3135,12254,8.8,24.2,0.5,1.1
11/30/13,678.81,3328,12666,12.6,21.3,0,3.9
12/1/13,586.515,3461,12436,9.4,19.9,0,4.5
12/2/13,188.957,2858,11266,11,22.2,0,4
12/3/13,185.885,3068,11547,12.8,22.7,0,5
12/4/13,187.63,3089,11530,13.8,22.2,0,4.6
12/5/13,245.642,3090,11573,7.7,24.3,0,5.4
12/6/13,311.671,3188,12055,8.7,27.9,0,4.2
12/7/13,623.554,3585,12858,9.7,29.6,0,3.9
12/8/13,579.307,3574,12404,10.7,30.4,0,4.5
12/9/13,213.318,3054,11301,11,34.2,8.5,5.8
12/10/13,231.605,3110,11173,13.4,36.2,1.2,3
12/11/13,276.919,2898,10685,12.5,29.1,2.2,0.9
12/12/13,384.065,3268,11300,12.7,37.6,3.1,1
12/13/13,486.576,3297,11670,13.7,34.9,0.3,-2.4
12/14/13,923.93,3393,12334,14.7,38.3,0.3,-0.5
12/15/13,871.009,3384,11949,13.6,37.5,0,-1.2
12/16/13,293.78,3042,11025,13.7,28.4,0,-1.3
12/17/13,317,3089,11018,15.1,29.1,1.7,2
12/18/13,410.323,3727,11119,13.3,28.7,0.4,4.2
12/19/13,502.949,3626,12124,4.5,44.3,1.2,-0.2
12/20/13,614.024,3634,12564,5.8,46.7,1.2,-0.9
12/21/13,1198.666,3973,13811,6.5,44.1,0.1,-0.4
12/22/13,1169.053,3979,13466,7.5,45.4,0,-0.8
12/23/13,493.272,3524,12085,7.9,53.6,0,0.3
12/24/13,1092.454,4093,13891,7.1,39.9,0.1,-0.4
12/25/13,1867.641,4305,14374,8.1,33.4,0,0.8
12/26/13,626.223,4049,12954,9.1,43.3,0.3,1.6
12/27/13,738.256,4058,13370,10.1,45.3,0,-2.4
12/28/13,1273.732,4103,13682,10.5,44.9,0.1,-3.9
12/29/13,1241.717,4097,13349,11.3,45,0.3,-1.7
12/30/13,715.059,3925,12978,13.1,44.2,0,2.8
12/31/13,1092.493,3753,14171,10.4,41.7,0,4.1
1/1/14,1494.9,3841,14028,11.4,44.2,0,4.8
1/2/14,597.739,3686,13380,12.4,43.1,0,2.6
1/3/14,593.66,3650,13331,11.7,41.6,0,2.6
1/4/14,1136.198,3904,14184,14.4,44.9,1.2,1.5
1/5/14,1012.077,3876,13829,15.4,45.2,0.1,0.7
1/6/14,363.952,3630,12989,16.4,43.7,0,0.2
1/7/14,361.995,3508,12760,17.4,42.5,0,1.9
1/8/14,348.873,3652,12895,18.4,41.6,1.8,2.1
1/9/14,414.603,3755,12684,10.7,28.7,0,-4.4
1/10/14,450.058,3822,13008,11.7,32,0,-3.7
1/11/14,1007.891,4060,13652,12.7,32.6,0,-0.8
1/12/14,940.088,4040,13255,13.7,31.9,0,-0.4
1/13/14,305.948,3523,12078,13.8,32,0,-3.9
1/14/14,310.507,3554,12116,14.8,31.4,0,-3.4
1/15/14,294.246,3544,12169,15.2,29.7,0,-2.3
1/16/14,405.451,3530,12292,13.2,37.8,0,-0.9
1/17/14,453.037,3672,12730,14.2,36.3,0,-0.1
1/18/14,1017.451,4076,13612,11.7,41.4,0,-0.6
1/19/14,977.571,4083,13245,12.7,43.9,0,-1.7
1/20/14,339.213,3512,12256,17.2,45.8,1.5,1
1/21/14,368.444,3543,12201,18.2,49.4,1.4,-2.9
1/22/14,627.965,3192,12858,12.4,27,0,-2.7
1/23/14,598.815,3267,12900,8.7,30.1,0,-1
1/24/14,694.798,3447,13579,12.1,31.6,0,4
1/25/14,1444.376,3737,14263,13.1,36.1,1.9,6.2
1/26/14,1393.115,3728,13948,14.1,38.8,0.2,0.4
1/27/14,582.903,3320,13250,14.3,38.3,0,0.7
1/28/14,618.746,3321,13296,15.8,40.3,0.1,3
1/29/14,911.605,3713,14638,9.1,38.1,0.7,3
1/30/14,1287.57,4205,15401,8.6,38.3,1.1,6.1
1/31/14,1467.718,4320,15394,9.6,35.7,0,3.1
2/1/14,1863.558,4485,15693,10.6,36.2,6,7.5
2/2/14,1594.857,4414,15013,11.6,37.8,0.4,8.9
2/3/14,625.655,3711,13909,12.4,36.5,0,1.8
2/4/14,463.878,3731,13590,14.9,37.1,0,-4.9
2/5/14,429.152,3721,13454,14.7,37.7,0,-3.8
2/6/14,456.103,3612,13125,13.2,33.9,0.3,-0.5
2/7/14,538.867,3654,13592,14.2,35.2,2.8,2.6
2/8/14,1323.51,3953,14554,15.2,39.8,3.2,2.2
2/9/14,1246.88,3993,14099,16.2,41.7,3.2,0.4
2/10/14,346.008,3342,12484,16.3,35.2,2.2,0.1
2/11/14,365.679,3518,12676,17.4,36.2,0.6,0.1
2/12/14,345.089,3485,12775,18.4,35.8,0.4,0.9
2/13/14,417.863,3403,13125,15.1,25.7,2.1,1.6
2/14/14,565.347,3580,13715,9.6,25.9,0.2,1.9
2/15/14,1062.707,3866,14544,10.6,31.9,0,1.7
2/16/14,971.324,3901,14142,11.6,32.3,0,2.7
2/17/14,341.324,3448,13068,18.3,26.2,2.5,4.1
2/18/14,339.798,3621,13166,13.6,25.8,0.5,2.4
2/19/14,311.887,3582,12986,14.6,25.3,0.1,1.6
2/20/14,379.785,3486,13143,9.9,22.5,0,1.5
2/21/14,425.764,3481,13590,10.9,21.6,0,1.1
2/22/14,846.031,3729,14007,12.6,21.5,0,1.8
2/23/14,810.937,3645,13487,13.6,21.6,0,2.9
2/24/14,313.341,3286,12858,14.6,21.4,0,4.2
2/25/14,317.608,3433,12993,14.9,21.7,0,5.6
2/26/14,359.634,3441,12980,15.9,22.8,4.1,6.2
2/27/14,366.722,3145,12599,12.7,29.3,0.2,8.6
2/28/14,434.63,3333,13323,14.4,32,0.1,7.1
3/1/14,880.484,3557,13765,15.4,33.9,2.1,6.6
3/2/14,661.355,3508,13131,16.4,34.7,0.6,5
3/3/14,189.491,3145,12000,16.7,35.3,0,4.3
3/4/14,183.998,3173,11934,17.7,32.4,0.2,5.1
3/5/14,180.734,3187,11906,18.7,32.7,0.7,3.1
3/6/14,255.137,3262,12444,15.5,46.1,0,1.4
3/7/14,316.991,3340,13053,16.5,45,0,1.3
3/8/14,710.748,3572,13877,17.5,40.8,0,2.4
3/9/14,627.513,3544,13317,18.5,38.4,1.3,2.5
3/10/14,182.637,3265,12242,19.5,41.3,0,2
3/11/14,155.799,3302,12042,20.5,38.1,0,5
3/12/14,165.772,3285,12152,21.5,35.4,23,5.8
3/13/14,231.46,3168,12194,16.2,27,8.8,4.2
3/14/14,318.743,3236,12840,17.2,24,0.3,3.3
3/15/14,648.711,3390,13325,18.2,26.1,0,6.9
3/16/14,556.961,3337,12806,19.2,29.7,0,10.6
3/17/14,161.899,2969,11420,20.1,29.5,1.3,12.4
3/18/14,157.02,3006,11307,20.9,30.8,0.5,12.6
3/19/14,153.474,2994,11282,36.9,30.9,0.1,9
3/20/14,285.908,2958,10986,14,60.3,2.7,6.4
3/21/14,338.58,3210,11980,13.7,55.4,0,5
3/22/14,747.613,3585,12766,14.7,54.8,0,7.6
3/23/14,634.163,3535,12289,15.7,53,0,10.2
3/24/14,172.744,3091,11276,16.7,47.6,0,11.2
3/25/14,164.51,3166,11205,17.7,45.5,9.3,14.2
3/26/14,310.778,3154,11708,18.1,53.6,8.9,13.8
3/27/14,243.303,2992,11436,17,54.8,0,12.7
3/28/14,355.706,3058,11827,20.6,59.8,0,15.7
3/29/14,841.608,3292,12585,16.4,61.1,10.7,14.2
3/30/14,703.648,3268,12183,17.2,62.9,3.8,12.7
3/31/14,203.462,2909,11265,22.4,56.7,0,12
4/1/14,165.495,2918,10902,20.7,56.3,0,13.2
4/2/14,156.299,2818,10848,19.3,52.6,0,14.3
4/3/14,182.428,3023,11668,6.5,46.1,4.9,10.7
4/4/14,255.61,3178,12397,6.8,53.9,0.8,7
4/5/14,599.296,3477,13134,8.1,57.3,0.6,6.2
4/6/14,508.157,3525,12626,8.9,56.4,0,8
4/7/14,140.478,2902,11204,9.7,49.2,0,11.6
4/8/14,122.72,2916,10665,11.1,46.1,0,12.2
4/9/14,127.832,2942,10804,11.9,46.9,0,12.9
4/10/14,215.828,3196,11791,10,29.2,0,12.8
4/11/14,290.03,3315,12327,11,30.9,0.1,12.3
4/12/14,566.457,3542,12838,7.8,34.8,0.1,13.4
4/13/14,513.365,3605,12390,8.8,33.8,2.4,13.5
4/14/14,147.639,3167,11406,14,28.7,0,13.7
4/15/14,139.258,3220,11221,15,28.1,0,16
4/16/14,146.567,3095,10831,7.2,22.8,0,16.3
4/17/14,143.722,2922,10290,7.4,19.4,12.5,13.4
4/18/14,197.275,3041,10883,8.4,21,0.7,13.5
4/19/14,404.586,3347,11654,10.1,25.7,0,12.5
4/20/14,343.016,3286,11238,11.1,24.4,0,13.6
4/21/14,115.693,2956,10176,10.8,19.6,0,15
4/22/14,107.049,2994,10083,11.8,17.9,0,14.9
4/23/14,247.28,3023,10907,11.5,77.4,0,15.4
4/24/14,237.016,3233,11043,11.6,72.8,0,16.6
4/25/14,337.07,3348,11785,12.7,73.7,0,17.1
4/26/14,729.993,3610,12622,13.1,73.7,0,17.1
4/27/14,739.012,3638,12334,14.7,70.6,12.1,15.6
4/28/14,184.234,3207,11056,16.2,62.6,27.2,13.6
4/29/14,175.214,3229,10950,16.2,58.1,23.2,14.2
4/30/14,519.717,3094,12780,14.9,53.4,1.1,14.5
5/1/14,764.424,3451,13517,10.9,45.8,0,16.3
5/2/14,616.635,3435,13544,11.9,41.1,0.2,17.4
5/3/14,999.192,3675,14249,12.9,38,0,14.4
5/4/14,1071.313,3730,14190,13.9,37.6,1.2,13.3
5/5/14,1369.27,3862,14389,14.9,32.3,0.1,11.6
5/6/14,968.308,3725,13692,15.9,33.1,0,12.7
5/7/14,202.774,2979,11914,16.5,38.3,0.3,15.3
5/8/14,211.273,2912,12170,15.1,40.3,2.7,15.4
5/9/14,313.797,2984,12709,18.7,35.7,0,15.5
5/10/14,731.396,3503,13870,19.2,31.9,0,17.2
5/11/14,710.344,3393,13297,20.2,31.4,18.5,17.3
5/12/14,189.195,2809,11961,15.8,34.9,15.6,17.9
5/13/14,169.109,2934,11926,21.6,34,0,20.1
5/14/14,262.725,2950,12503,15.8,33.3,1.6,18.5
5/15/14,374.875,3024,12693,8.9,27.8,0,18.6
5/16/14,412.728,3101,13128,15.5,30.1,0,19
5/17/14,795.736,3400,13757,17.2,24.5,0,18.7
5/18/14,682.216,3385,13296,18.2,24,0,18.6
5/19/14,205.941,2910,12277,18.55555556,32.4,0,19.4
5/20/14,210.348,3073,12132,16.8,32.8,4.5,18.4
5/21/14,255.109,3661,12040,10.6,35.7,0,18.4
5/22/14,350.17,3278,12094,6.7,60.7,0,19.5
5/23/14,450.299,3372,12509,8.2,61.7,0,19.2
5/24/14,903.361,3646,13144,10.8,64.8,0,21.8
5/25/14,877.37,3630,12708,11.8,64.6,7.7,20.5
5/26/14,258.698,3276,11912,10.6,58,2.3,20.5
5/27/14,227.249,3266,11766,11.4,54.2,0,22
5/28/14,255.541,3328,11745,12.2,54,1.2,21.6
5/29/14,304.692,3199,12629,10.2,31.2,0,22.8
5/30/14,428.235,3205,12808,10.1,35.4,0,23.6
5/31/14,944.124,3468,13904,12.2,39.4,0,24.3
6/1/14,828.952,3398,13402,14.5,37.4,0,23.9
6/2/14,240.954,3105,12268,12.4,32,5.9,20.9
6/3/14,377.292,3919,12587,9.5,22.4,19.8,19.1
6/4/14,1045.613,3426,14233,5.1,37.3,3.1,21.1
6/5/14,624.924,3340,14185,8.2,40.4,1.2,20.7
6/6/14,1184.747,3776,15004,7.1,40.6,0,21.4
6/7/14,1024.541,3814,14947,8.1,43.3,0.2,21
6/8/14,858.369,3674,14303,9.1,43.2,0.7,20.6
6/9/14,250.883,3052,13087,11.5,42.2,0.9,20.9
6/10/14,237.017,3078,12943,12.5,40.5,4,21
6/11/14,260.594,3269,12858,12.2,36.3,4.8,20.4
6/12/14,273.552,3174,12530,7.5,35.1,7.2,19.4
6/13/14,349.027,3147,12532,10.6,38,1,20.3
6/14/14,699.06,3298,13220,13,41.1,0,22.1
6/15/14,614.977,3254,12836,14,40.2,0,22.6
6/16/14,196.299,3047,11981,13.6,37,0,23.3
6/17/14,189.585,3059,11894,14.6,36.6,1.9,22
6/18/14,214.803,3003,12028,11.5,33.6,0.3,22.5
6/19/14,244.795,3012,12386,12.5,32.3,0.3,22.6
6/20/14,319.946,3131,12148,13.5,34.8,1.4,22.2
6/21/14,646.902,3356,13466,14.5,37.2,2.3,21.3
6/22/14,565.985,3416,13112,15.4,36.9,5.9,21.9
6/23/14,199.923,3099,12247,16.5,33.3,12.4,21.1
6/24/14,214.503,3156,12309,17.5,31.3,2.5,21.8
6/25/14,586.033,3252,11833,13.7,80.5,0,22.8
6/26/14,418.163,3283,11788,13.3,75.8,0,23.7
6/27/14,471.911,3258,12078,14.3,74.7,0,24
6/28/14,1003.686,3368,12571,15.3,79.1,0.8,24
6/29/14,905.113,3331,12178,15.5,78.2,0,23.4
6/30/14,302.812,3177,11733,17.3,61.3,1.7,23.7
7/1/14,249.963,3182,11477,18.6,58,1.5,24.6
7/2/14,291.547,3754,11781,17.4,41.1,7.7,23.1
7/3/14,401.07,3219,12752,11.8,43.6,25.8,21.3
7/4/14,519.008,3261,13057,17,38.4,0.9,23.6
7/5/14,985.177,3441,13657,13.8,42.2,0.8,23.1
7/6/14,900.62,3377,13227,14.8,41.3,8,21.5
7/7/14,296.187,3127,12384,18.3,50.9,0.9,23.3
7/8/14,320.063,3229,12412,19.5,46,4.2,25
7/9/14,351.761,3127,12557,14.7,38.3,7.2,26.1
7/10/14,428.576,3076,12812,10.9,45.8,0,26.9
7/11/14,539.287,3244,13222,16.8,46.6,0,26.5
7/12/14,1121.777,3406,13845,17.8,47.1,0.9,24.7
7/13/14,1070.684,3391,13467,18.8,48,8,24
7/14/14,309.386,3034,12511,15.2,44.5,0,25.6
7/15/14,302.344,3167,12702,15.9,44.3,2,24.4
7/16/14,342.881,3107,12698,15.7,41.8,2.4,25.2
7/17/14,326.024,3030,12457,11.5,40.2,7.7,24.3
7/18/14,428.791,3140,13061,12,44.7,18.6,24.6
7/19/14,884.126,3394,13770,12.9,49.6,9.2,25.9
7/20/14,800.432,3348,13361,13.9,49.4,0.1,26.6
7/21/14,253.01,2957,12401,15.4,39.1,0,26.7
7/22/14,246.401,3007,12356,15.5,39.5,2.1,26.6
7/23/14,720.062,3158,13404,15.7,74.6,10.7,26.1
7/24/14,607.632,3232,13627,8.7,67,11.7,26.5
7/25/14,712.002,3260,14015,15.8,64.3,8.8,27.9
7/26/14,1390.359,3456,14606,17.3,61.6,1.8,25.6
7/27/14,1281.881,3417,14321,17.4,59.7,0.2,23.8
7/28/14,534.089,3227,13763,13.8,52.1,3.3,23.5
7/29/14,524.128,3299,13774,13,47.3,2.7,24.5
7/30/14,1084.751,3132,14080,14.9,61.6,0,27.4
7/31/14,1167.263,3489,14444,6.4,59.5,5.5,27.7
8/1/14,1343.107,3649,14811,7.3,64,2.4,27.7
8/2/14,1865.384,3777,15241,8.1,65.1,46,27
8/3/14,1836.351,3808,15032,7.5,67.5,35.2,25.2
8/4/14,1339.237,3504,14598,8.3,73.1,9.1,24.9
8/5/14,1173.948,3602,14582,11.2,73.1,1.2,26.9
8/6/14,1144.484,3665,14689,6.7,60.9,5.8,26
8/7/14,1081.635,3760,14583,6.9,59.5,17.6,23
8/8/14,1160.839,3797,14788,7.9,59.1,3.9,23.6
8/9/14,1850.646,3889,15192,8.9,59,1.9,24.5
8/10/14,1758.25,3837,14922,9.9,58.4,21.6,23.4
8/11/14,902.407,3659,14357,10.9,57.6,0.4,23.5
8/12/14,826.135,3681,14220,11.5,52.7,0,24.7
8/13/14,873.212,3602,14660,6.2,41.6,2.5,23.1
8/14/14,1000.444,3693,14963,7.2,42.4,18.2,21
8/15/14,1737.741,3909,15644,8.2,42.5,3.6,23.4
8/16/14,1587.471,3969,15616,9.2,42.7,0.2,24.3
8/17/14,1465.532,3961,15147,10.2,43,19.6,22.7
8/18/14,645.175,3570,14253,11.2,40.1,56.9,21.6
8/19/14,598.236,3667,14158,12.2,37.4,12.2,22.9
8/20/14,496.81,3381,13342,6.3,32.1,13.3,23.4
8/21/14,478.54,3411,12936,6.5,31.4,37.7,23.8
8/22/14,523.345,3515,13239,7.5,32,0.9,24.4
8/23/14,1017.589,3711,13329,12.1,35.7,0,24.5
8/24/14,955.737,3685,13007,13.1,36.3,5.7,24.2
8/25/14,358.314,3090,11800,12.9,33,40.1,23.4
8/26/14,340.915,3331,12169,13.5,32.9,5.6,24.2
8/27/14,392.066,3192,12200,13.2,32.6,1.8,22.6
8/28/14,391.436,3243,13535,10.4,23.2,1.2,22.1
8/29/14,470.048,3458,14031,12.3,24.8,4.1,22.1
8/30/14,956.553,3678,14742,13.3,26.3,0,21.9
8/31/14,872.556,3667,14417,14.3,25.9,0,21
9/1/14,260.744,3232,13353,13.6,25.8,0.1,22.2
9/2/14,241.513,3205,13176,14.4,23.9,7,21.4
9/3/14,608.999,3666,14218,9.6,32.7,31.7,21.5
9/4/14,464.928,3709,13852,9.9,28.8,0.4,22.8
9/5/14,664.155,3806,14425,11.6,28.2,0,23
9/6/14,1220.077,4358,15634,11.8,28.1,0.6,22.6
9/7/14,1101.046,4510,15549,12.8,28.9,0,22.9
9/8/14,1397.668,4691,15602,13.8,29.7,0,23.2
9/9/14,1719.43,4929,15766,14.8,28.1,0,22.2
9/10/14,1369.761,4769,15025,15.8,26.5,0,21.1
9/11/14,384.907,3567,13904,16.1,34,0,21.5
9/12/14,429.189,3768,14183,17.1,29.4,0.3,20.9
9/13/14,839.35,4106,14639,18.1,26.2,0.2,21.5
9/14/14,739.055,4035,13525,19.8,25.8,0,20.8
9/15/14,227.494,3485,13276,19,30.8,0.1,21.7
9/16/14,224.498,3562,13116,20.1,28.4,0,21.3
9/17/14,216.888,3624,13158,22.1,26.3,2.4,20
9/18/14,267.102,3447,12998,19.5,29.2,0.1,19.5
9/19/14,351.684,3577,13358,17,33.8,0,18.6
9/20/14,665.049,3713,13434,22.9,37.6,0,19.1
9/21/14,581.101,3654,13003,23.9,38,0.1,19.2
9/22/14,191.241,3447,12642,23.5,34.2,0,20
9/23/14,192.126,3502,12536,24.5,33.5,8.2,20.6
9/24/14,277.06,3616,12666,25.5,34.3,61.6,19.2
9/25/14,194.22,3195,11898,17.9,33.8,0.3,20.2
9/26/14,262.183,3271,12477,18.9,40.9,0.4,19.9
9/27/14,497.164,3363,12845,22,44.2,0.1,20.2
9/28/14,446.836,3291,12408,23,43.9,0.1,20.9
9/29/14,167.443,3057,11499,19.6,36,4.9,19.9
9/30/14,163.752,3199,11699,22.9,36.8,1.1,18.6
10/1/14,166.933,3046,11082,20.7,36.2,0,18.3
10/2/14,459.551,3455,14704,9.3,22.7,2.3,18.6
10/3/14,915.566,3868,15669,10.3,23.7,0.2,17.2
10/4/14,766.927,4032,15772,11.3,24.3,0.3,16.5
10/5/14,628.983,3953,15152,12.3,25.4,0,16.2
10/6/14,212.113,3101,13475,13.1,26.9,0,15.3
10/7/14,211.887,3180,13347,13.9,27.4,0,15
10/8/14,402.502,3361,14494,10.6,21.3,0,15.4
10/9/14,815.85,3602,15076,11.6,23.7,0,16.4
10/10/14,436.651,3555,14658,15.5,25.4,0,18
10/11/14,687.65,3842,15487,13.6,27.4,0,18.5
10/12/14,607.365,3784,14928,14.6,27.7,0.9,17.8
10/13/14,213.639,3317,13593,18.5,29.4,14,16.4
10/14/14,206.114,3344,13422,19.5,29.6,0,12.9
10/15/14,223.958,3337,13348,20.5,28,0,12.7
10/16/14,228.522,3057,12795,19.3,25.2,1.4,12.9
10/17/14,300.565,3302,13590,17.4,26.7,0,12
10/18/14,558.065,3412,14425,18.4,28.6,0,13
10/19/14,473.773,3377,13966,19.4,29.1,0,15.1
10/20/14,176.354,3019,12666,19.6,26.8,18.4,16.6
10/21/14,174.086,3131,12746,21.4,26,41.6,15.9
10/22/14,164.59,3106,12600,21,26.4,13.7,13.2
10/23/14,229.093,3168,11895,9.3,26,0,12.5
10/24/14,316.517,3327,12494,10.3,28.6,0,13.8
10/25/14,573.792,3308,12885,13.4,29.3,0,14.6
10/26/14,519.416,3341,12581,13,29.3,0.1,15.5
10/27/14,170.559,2976,11307,14.6,33.8,0,12.5
10/28/14,170.316,3015,11150,15.4,33.5,0,10
